answer_llm,answer_orig,document,question,course
"Yes. The Deep Learning portion can be done on a cloud service other than Saturn Cloud; Saturn is just an example and any cloud can be used.

For free options, AWS and GCP offer free micro-instances for a very long time, and Saturn provides free GPU instances.","For the Machine Learning part, all you need is a working laptop with an internet connection. The Deep Learning part is more resource intensive, but for that you can use a cloud (we use Saturn cloud but can be anything else).
(Rileen Sinha; based on response by Alexey on Slack)",a4fad482,Is it possible to use a cloud service other than Saturn Cloud for the Deep Learning section?,machine-learning-zoomcamp
Check out this article: https://knowmledge.com/2023/12/07/ml-zoomcamp-2023-project/ It worked for someone in the course for setting up TensorFlow with GPU on Ubuntu.,Here is an article that worked for me: https://knowmledge.com/2023/12/07/ml-zoomcamp-2023-project/,34b7fd35,Where can I find instructions to install TensorFlow GPU on Ubuntu?,machine-learning-zoomcamp
Yes. Here is an article that worked for me: https://knowmledge.com/2023/12/07/ml-zoomcamp-2023-project/,Here is an article that worked for me: https://knowmledge.com/2023/12/07/ml-zoomcamp-2023-project/,34b7fd35,Is there a guide to set up TensorFlow with GPU on Ubuntu?,machine-learning-zoomcamp
"- You need CUDA and cuDNN to run TensorFlow with GPU on Ubuntu. Install Nvidia drivers first, then CUDA and cuDNN, and finally TensorFlow with GPU support.

What to do (based on the course materials):
- Install Nvidia drivers: https://www.nvidia.com/download/index.aspx
- Linux/TensorFlow installation path: Install TensorFlow with pip (Linux)
  - https://www.tensorflow.org/install/pip#linux_1
  - Make sure to follow the guidance to install CUDA by environment (as indicated in the guide)
- Install CUDA toolkit: https://developer.nvidia.com/cuda-toolkit-archive (choose an 11.x.x series as referenced)
- Install cuDNN: https://developer.nvidia.com/rdp/cudnn-download
- Optional: follow the course-referenced simplified guide for Ubuntu setup: https://knowmledge.com/2023/12/07/ml-zoomcamp-2023-project/
- After completing these steps, you should be able to train/infer with GPU in TensorFlow.

Note (optional troubleshooting): If you encounter GPU memory allocation issues, you can try enabling memory growth in TensorFlow as described in the course notes:
- Configuring memory growth: set config.gpu_options.allow_growth = True in a TensorFlow session.",Here is an article that worked for me: https://knowmledge.com/2023/12/07/ml-zoomcamp-2023-project/,34b7fd35,How do I configure GPU support for TensorFlow on my Ubuntu machine?,machine-learning-zoomcamp
"Yes. A resource that’s listed in the FAQ for installing TensorFlow with GPU on Ubuntu is:

- https://knowmledge.com/2023/12/07/ml-zoomcamp-2023-project/

Additionally, the FAQ references a simplified guide for installing CUDA and cuDNN on Ubuntu 22.04 (which you’ll need to run TensorFlow with GPU).",Here is an article that worked for me: https://knowmledge.com/2023/12/07/ml-zoomcamp-2023-project/,34b7fd35,Can you direct me to a resource for installing TensorFlow with GPU on Ubuntu?,machine-learning-zoomcamp
"Based on the CONTEXT, the procedure to set up TensorFlow with GPU on Ubuntu involves installing NVIDIA drivers and the CUDA/cuDNN stack, then installing TensorFlow for Linux. A linked article is also provided that allegedly worked for someone.

Steps (as described in the CONTEXT):
- Install NVIDIA drivers: https://www.nvidia.com/download/index.aspx
- On Linux/Ubuntu, install TensorFlow using the Linux path (pip): https://www.tensorflow.org/install/pip#linux_1
- Make sure to follow step 4 to install CUDA by environment (as referenced in the Linux install guide), including exporting XLA-related environment settings, e.g. an environment variable like XLA_FLAGS to point to the CUDA data directory in your environment.
- Install CUDA Toolkit version 11.x.x: https://developer.nvidia.com/cuda-toolkit-archive
- Install cuDNN: https://developer.nvidia.com/rdp/cudnn-download
- After these installations, you should be able to train/infer with GPU in TensorFlow.

Additionally, there is a specific article that reportedly worked for someone: https://knowmledge.com/2023/12/07/ml-zoomcamp-2023-project/",Here is an article that worked for me: https://knowmledge.com/2023/12/07/ml-zoomcamp-2023-project/,34b7fd35,What is the procedure to set up TensorFlow GPU on Ubuntu?,machine-learning-zoomcamp
"Here’s how to join a channel in Slack:

- Click “All channels” at the top of your left sidebar. If you don’t see this option, click “More” to find it.
- Browse the list of public channels in your workspace, or use the search bar to search by channel name or description.
- Select a channel from the list to view it.
- Click “Join Channel.”

For reference, you can also view the official guide here: https://slack.com/help/articles/205239967-Join-a-channel","Here’s how you join a in Slack: https://slack.com/help/articles/205239967-Join-a-channel
Click “All channels” at the top of your left sidebar. If you don't see this option, click “More” to find it.
Browse the list of public channels in your workspace, or use the search bar to search by channel name or description.
Select a channel from the list to view it.
Click Join Channel.
Do we need to provide the GitHub link to only our code corresponding to the homework questions?
Yes. You are required to provide the URL to your repo in order to receive a grade",4930aa19,How can I join a channel in Slack?,machine-learning-zoomcamp
"Here are the steps to find and join course channels in Slack:

- Open Slack and click “All channels” at the top of your left sidebar. If you don’t see it, click “More” to find it.
- Browse the list of public channels in your workspace, or use the search bar to search by channel name or description.
- Click a channel from the list to view it.
- Click “Join Channel” to join.

Optional: To stay updated for this course, you can join the specific course channel, e.g., #course-ml-zoomcamp.

If you’d like a quick reference, you can also view Slack’s guide on joining a channel here: https://slack.com/help/articles/205239967-Join-a-channel.","Here’s how you join a in Slack: https://slack.com/help/articles/205239967-Join-a-channel
Click “All channels” at the top of your left sidebar. If you don't see this option, click “More” to find it.
Browse the list of public channels in your workspace, or use the search bar to search by channel name or description.
Select a channel from the list to view it.
Click Join Channel.
Do we need to provide the GitHub link to only our code corresponding to the homework questions?
Yes. You are required to provide the URL to your repo in order to receive a grade",4930aa19,What steps should I follow to find course channels on Slack?,machine-learning-zoomcamp
Yes. The repository must be public; graders will only be able to access the link if the repository is public.,"Here’s how you join a in Slack: https://slack.com/help/articles/205239967-Join-a-channel
Click “All channels” at the top of your left sidebar. If you don't see this option, click “More” to find it.
Browse the list of public channels in your workspace, or use the search bar to search by channel name or description.
Select a channel from the list to view it.
Click Join Channel.
Do we need to provide the GitHub link to only our code corresponding to the homework questions?
Yes. You are required to provide the URL to your repo in order to receive a grade",4930aa19,Is there a need to give the URL to our GitHub repo?,machine-learning-zoomcamp
You must provide the URL to your GitHub repository for the homework in order to receive a grade. The FAQ states this requirement but does not specify a exact submission location.,"Here’s how you join a in Slack: https://slack.com/help/articles/205239967-Join-a-channel
Click “All channels” at the top of your left sidebar. If you don't see this option, click “More” to find it.
Browse the list of public channels in your workspace, or use the search bar to search by channel name or description.
Select a channel from the list to view it.
Click Join Channel.
Do we need to provide the GitHub link to only our code corresponding to the homework questions?
Yes. You are required to provide the URL to your repo in order to receive a grade",4930aa19,Where do I provide the GitHub URL for our homework?,machine-learning-zoomcamp
"Here’s how to join a Slack channel:

- Click “All channels” at the top of your left sidebar. If you don’t see this option, click “More.”
- Browse the list of public channels or use the search bar to search by channel name or description.
- Select a channel to view it, then click “Join Channel.”

You can also read the official Slack guide here: https://slack.com/help/articles/205239967-Join-a-channel

If you want course updates, you can join the #course-ml-zoomcamp channel in Slack.","Here’s how you join a in Slack: https://slack.com/help/articles/205239967-Join-a-channel
Click “All channels” at the top of your left sidebar. If you don't see this option, click “More” to find it.
Browse the list of public channels in your workspace, or use the search bar to search by channel name or description.
Select a channel from the list to view it.
Click Join Channel.
Do we need to provide the GitHub link to only our code corresponding to the homework questions?
Yes. You are required to provide the URL to your repo in order to receive a grade",4930aa19,Can you show me how to join a Slack channel?,machine-learning-zoomcamp
"Yes. You can join the course after it has started and participate. You may not be able to submit some of the homeworks. To earn a certificate, you need to submit 2 out of 3 course projects and review 3 peers’ projects by the deadline. For example, joining at the end of November and completing two projects would still make you eligible for a certificate.","Yes, you can. You won’t be able to submit some of the homeworks, but you can still take part in the course.
In order to get a certificate, you need to submit 2 out of 3 course projects and review 3 peers’ Projects by the deadline. It means that if you join the course at the end of November and manage to work on two projects, you will still be eligible for a certificate.",ee58a693,"If I join the course late, can I still participate?",machine-learning-zoomcamp
"Yes. You can join after the course has started. You won’t be able to submit some of the homeworks, but you can still participate. To obtain a certificate, you need to submit 2 out of 3 course projects and review 3 peers’ projects by the deadline. So even if you join late (e.g., end of November) and complete two projects, you will still be eligible for the certificate.","Yes, you can. You won’t be able to submit some of the homeworks, but you can still take part in the course.
In order to get a certificate, you need to submit 2 out of 3 course projects and review 3 peers’ Projects by the deadline. It means that if you join the course at the end of November and manage to work on two projects, you will still be eligible for a certificate.",ee58a693,Will I be able to obtain a certificate if I join the course after it has started?,machine-learning-zoomcamp
You must submit at least 2 of the 3 course projects to be eligible for a certificate (and you also need to review 3 peers’ projects by the deadline).,"Yes, you can. You won’t be able to submit some of the homeworks, but you can still take part in the course.
In order to get a certificate, you need to submit 2 out of 3 course projects and review 3 peers’ Projects by the deadline. It means that if you join the course at the end of November and manage to work on two projects, you will still be eligible for a certificate.",ee58a693,How many course projects must I submit to be eligible for a certificate?,machine-learning-zoomcamp
"- You must review at least 3 peers’ projects by the deadline.
- In addition, you must finish at least 2 out of the 3 projects to qualify for the certificate.
- If you submit only two projects, you still need to peer-review at least 3 course-mates’ projects for each submission.","Yes, you can. You won’t be able to submit some of the homeworks, but you can still take part in the course.
In order to get a certificate, you need to submit 2 out of 3 course projects and review 3 peers’ Projects by the deadline. It means that if you join the course at the end of November and manage to work on two projects, you will still be eligible for a certificate.",ee58a693,What is the requirement for peer reviews to get a certificate?,machine-learning-zoomcamp
"Yes. You can join after the course has started, but you won’t be able to submit all of the homeworks—some may not be available to submit once you join. Submissions are only possible if the submission form is still open; if it’s closed, it’s too late. To earn a certificate, you need to submit 2 out of 3 projects and review 3 peers’ projects by the deadline.","Yes, you can. You won’t be able to submit some of the homeworks, but you can still take part in the course.
In order to get a certificate, you need to submit 2 out of 3 course projects and review 3 peers’ Projects by the deadline. It means that if you join the course at the end of November and manage to work on two projects, you will still be eligible for a certificate.",ee58a693,Can I submit homework if I join the course after it has started?,machine-learning-zoomcamp
"Yes. The course is available in self-paced mode, so you can go through the materials at any time. If you want to join a cohort, the next iterations are planned for September 2023 and September 2024 (and potentially other Septembers as well).","The course is available in the self-paced mode too, so you can go through the materials at any time. But if you want to do it as a cohort with other students, the next iterations will happen in September 2023, September 2024 (and potentially other Septembers as well).",636f55d5,Is the course available in a self-paced mode?,machine-learning-zoomcamp
"Yes. The course is available in self-paced mode, so you can start at any time. If you prefer a cohort setting, the next iterations start in September 2023, September 2024 (and potentially other Septembers). You can access the materials right now via the course page and YouTube playlist.","The course is available in the self-paced mode too, so you can go through the materials at any time. But if you want to do it as a cohort with other students, the next iterations will happen in September 2023, September 2024 (and potentially other Septembers as well).",636f55d5,Can I start the course anytime?,machine-learning-zoomcamp
"If you want to join as part of a cohort, the next iteration starts in September 2023. There’s also a cohort planned for September 2024, and potentially other September starts in the future. If you prefer, you can do the course in self-paced mode at any time.","The course is available in the self-paced mode too, so you can go through the materials at any time. But if you want to do it as a cohort with other students, the next iterations will happen in September 2023, September 2024 (and potentially other Septembers as well).",636f55d5,When is the next cohort starting?,machine-learning-zoomcamp
"No fixed times. The course materials are pre-recorded and available for self-paced access—you can start watching right now. There are occasional live office hours, but those sessions are recorded as well. You can find the materials and office hours in the course playlist on YouTube.","The course is available in the self-paced mode too, so you can go through the materials at any time. But if you want to do it as a cohort with other students, the next iterations will happen in September 2023, September 2024 (and potentially other Septembers as well).",636f55d5,Are there set times for the course materials?,machine-learning-zoomcamp
"Yes. The FAQ states that the next iterations will happen in September 2023, September 2024 (and potentially other Septembers as well). You can also do the course in self-paced mode at any time if you prefer.","The course is available in the self-paced mode too, so you can go through the materials at any time. But if you want to do it as a cohort with other students, the next iterations will happen in September 2023, September 2024 (and potentially other Septembers as well).",636f55d5,Will there be iterations in future Septembers?,machine-learning-zoomcamp
"It depends on whether the submission form is still open. 
- If the form is still open, you can submit your homework and it will be evaluated. 
- If the form is closed (which happens after the due date), it’s too late.

Note: generally the form closes after the due date, and homework is not mandatory for finishing the course.","No, it’s not possible. The form is closed after the due date. But don’t worry, homework is not mandatory for finishing the course.",c839b764,Can I send in my homework late?,machine-learning-zoomcamp
"- Generally, no. The submission form is closed after the due date.
- However, if the form remains open, you can submit and it will be evaluated; if it’s closed, it’s too late.
- Note: Homework is not mandatory for finishing the course.","No, it’s not possible. The form is closed after the due date. But don’t worry, homework is not mandatory for finishing the course.",c839b764,Is it feasible to submit homework post deadline?,machine-learning-zoomcamp
"- You can’t submit after the due date—the submission form closes once the deadline passes.
- Homework is not mandatory for finishing the course.
- If you worry about a late submission: if the form is still open, you can submit and it will be evaluated; if the form is closed, it’s too late.","No, it’s not possible. The form is closed after the due date. But don’t worry, homework is not mandatory for finishing the course.",c839b764,What happens if I miss the homework submission deadline?,machine-learning-zoomcamp
"No. After the due date the submission form is closed, so you cannot submit homework. Note that homework is not mandatory for finishing the course.","No, it’s not possible. The form is closed after the due date. But don’t worry, homework is not mandatory for finishing the course.",c839b764,"After the due date, can homework still be submitted?",machine-learning-zoomcamp
"- Generally, no. The homework form closes after the due date, so late submissions aren’t accepted.
- If the form is still open when you submit late, it will be evaluated. If the form is closed, it’s too late.
- Note: Homework is not mandatory for finishing the course.","No, it’s not possible. The form is closed after the due date. But don’t worry, homework is not mandatory for finishing the course.",c839b764,Are late homework submissions accepted?,machine-learning-zoomcamp
"The initial step is: go to the course page (http://mlzoomcamp.com/), scroll down, and start going through the course materials. Then read everything in the cohort folder for your cohort’s year, click the links, and start watching the videos. You can also watch office hours from previous cohorts on the DTC YouTube channel and use http://mlzoomcamp.com/#syllabus.","Welcome to the course! Go to the course page (http://mlzoomcamp.com/), scroll down and start going through the course materials. Then read everything in the cohort folder for your cohort’s year.
Click on the links and start watching the videos. Also watch office hours from previous cohorts. Go to DTC youtube channel and click on Playlists and search for {course yyyy}. ML Zoomcamp was first launched in 2021.
Or you can just use this link: http://mlzoomcamp.com/#syllabus",0a278fb2,What is the initial step after joining the course?,machine-learning-zoomcamp
"- Go to the course page: http://mlzoomcamp.com/
- Scroll down to the course materials and open the cohort folder for your year
- Click the links to start watching the videos
- Watch the office hours from previous cohorts (they’re recorded)
- You can also use the course playlist on YouTube: go to the DTC YouTube channel, click Playlists, and search for the course year (e.g., {course yyyy})
- Or use the direct syllabus link: http://mlzoomcamp.com/#syllabus

Notes: The course videos are pre-recorded, and office hours are occasional live sessions that are also recorded.","Welcome to the course! Go to the course page (http://mlzoomcamp.com/), scroll down and start going through the course materials. Then read everything in the cohort folder for your cohort’s year.
Click on the links and start watching the videos. Also watch office hours from previous cohorts. Go to DTC youtube channel and click on Playlists and search for {course yyyy}. ML Zoomcamp was first launched in 2021.
Or you can just use this link: http://mlzoomcamp.com/#syllabus",0a278fb2,How can I view the content of the course?,machine-learning-zoomcamp
"You can find the materials on the course page:

- Go to http://mlzoomcamp.com/ (or http://mlzoomcamp.com/#syllabus)
- Scroll down and access the course materials
- Open the cohort folder for your year and read everything there
- Click the links to watch videos, and check office hours from previous cohorts
- For videos, you can also use the DTC YouTube channel by going to Playlists and searching for your course year (e.g., the {course yyyy} playlist)

Notes: ML Zoomcamp was first launched in 2021.","Welcome to the course! Go to the course page (http://mlzoomcamp.com/), scroll down and start going through the course materials. Then read everything in the cohort folder for your cohort’s year.
Click on the links and start watching the videos. Also watch office hours from previous cohorts. Go to DTC youtube channel and click on Playlists and search for {course yyyy}. ML Zoomcamp was first launched in 2021.
Or you can just use this link: http://mlzoomcamp.com/#syllabus",0a278fb2,Where can I find the materials related to my cohort?,machine-learning-zoomcamp
"- They are available in the course playlist on YouTube. The office hours sessions are recorded and you can watch them there along with the pre-recorded course videos.
- To find them, go to the DTC YouTube channel, click Playlists, and search for the course year (e.g., the {course yyyy} playlist). You can also browse the course playlist on YouTube directly.","Welcome to the course! Go to the course page (http://mlzoomcamp.com/), scroll down and start going through the course materials. Then read everything in the cohort folder for your cohort’s year.
Click on the links and start watching the videos. Also watch office hours from previous cohorts. Go to DTC youtube channel and click on Playlists and search for {course yyyy}. ML Zoomcamp was first launched in 2021.
Or you can just use this link: http://mlzoomcamp.com/#syllabus",0a278fb2,How do I access the videos from previous office hours?,machine-learning-zoomcamp
ML Zoomcamp was first launched in 2021.,"Welcome to the course! Go to the course page (http://mlzoomcamp.com/), scroll down and start going through the course materials. Then read everything in the cohort folder for your cohort’s year.
Click on the links and start watching the videos. Also watch office hours from previous cohorts. Go to DTC youtube channel and click on Playlists and search for {course yyyy}. ML Zoomcamp was first launched in 2021.
Or you can just use this link: http://mlzoomcamp.com/#syllabus",0a278fb2,When was ML Zoomcamp first introduced?,machine-learning-zoomcamp
On the 2023 cohort page — the deadlines are listed there.,"For the 2023 cohort, you can see the deadlines here (it’s taken from the 2023 cohort page)",8de4fefd,Where can I find the deadlines for the 2023 cohort?,machine-learning-zoomcamp
On the 2023 cohort page (the deadlines are shown there).,"For the 2023 cohort, you can see the deadlines here (it’s taken from the 2023 cohort page)",8de4fefd,Where is the deadline information available for the 2023 cohort?,machine-learning-zoomcamp
Check the deadlines on the 2023 cohort page—the deadlines for the 2023 course are listed there.,"For the 2023 cohort, you can see the deadlines here (it’s taken from the 2023 cohort page)",8de4fefd,How do I check the deadlines for the 2023 course?,machine-learning-zoomcamp
"Yes. For the 2023 cohort, you can see the deadlines here (it's taken from the 2023 cohort page).","For the 2023 cohort, you can see the deadlines here (it’s taken from the 2023 cohort page)",8de4fefd,Can you show me where to see the 2023 cohort deadlines?,machine-learning-zoomcamp
On the 2023 cohort page.,"For the 2023 cohort, you can see the deadlines here (it’s taken from the 2023 cohort page)",8de4fefd,Where are the 2023 cohort deadlines listed?,machine-learning-zoomcamp
Not much difference overall. There was one special module (BentoML) in the 2022 iteration; the rest of the modules are the same as in 2022. The homework for 2023 is different.,"There’s not much difference. There was one special module (BentoML) in the previous iteration of the course, but the rest of the modules are the same as in 2022. The homework this year is different.",94e86808,What has changed between the 2022 and 2023 versions of the course?,machine-learning-zoomcamp
Yes. BentoML was a special module in the 2022 course but is not included in the 2023 course; all the other modules are the same as in 2022. (Note: the homework this year is different.),"There’s not much difference. There was one special module (BentoML) in the previous iteration of the course, but the rest of the modules are the same as in 2022. The homework this year is different.",94e86808,Is there any module missing in the 2023 course compared to 2022?,machine-learning-zoomcamp
"No. The homework in 2023 is different from 2022. The rest of the modules are largely the same, with BentoML being a special module in the previous iteration.","There’s not much difference. There was one special module (BentoML) in the previous iteration of the course, but the rest of the modules are the same as in 2022. The homework this year is different.",94e86808,Are the homework assignments in the 2023 course the same as in 2022?,machine-learning-zoomcamp
"Yes. BentoML was included as a special module in the 2022 course, but the 2023 course did not include it.","There’s not much difference. There was one special module (BentoML) in the previous iteration of the course, but the rest of the modules are the same as in 2022. The homework this year is different.",94e86808,Was BentoML included in the 2022 course but not in the 2023 course?,machine-learning-zoomcamp
"Yes. There’s not much difference—the majority of modules are the same as in 2022. There was one special module (BentoML) in the previous iteration, and the rest of the modules are the same. The homework this year is different.","There’s not much difference. There was one special module (BentoML) in the previous iteration of the course, but the rest of the modules are the same as in 2022. The homework this year is different.",94e86808,Are the majority of modules unchanged from the 2022 course?,machine-learning-zoomcamp
